"";"Идентификатор";"Комнатность";"Новостройка";"Метро.Район";"Время.до.метро";"Этаж";"Этажность";"Площадь.общая"
"938";23994249;2;"Нет";"Добрынинская";10;7;14;84
"939";24001852;2;"Да";"Добрынинская";10;9;14;76
"940";24001906;2;"Да";"Добрынинская";10;9;14;76
"941";23994251;2;"Нет";"Добрынинская";10;7;14;84
"942";24001853;2;"Да";"Добрынинская";10;5;14;83
"943";24007217;2;"Да";"Добрынинская";10;5;14;83
"944";24001907;2;"Да";"Добрынинская";10;5;14;83
"945";24002054;2;"Да";"Октябрьская";10;3;14;90
"946";24002058;2;"Да";"Октябрьская";10;3;14;90
"947";24001850;2;"Да";"Добрынинская";10;3;14;90
"948";24001904;2;"Да";"Добрынинская";10;3;14;90
"949";24001944;2;"Да";"Октябрьская";10;3;14;91
"950";24001945;2;"Да";"Октябрьская";10;9;14;76
"951";22090069;4;"Нет";"Проспект Мира";2;6;6;116
"952";24013288;2;"Да";"Октябрьская";10;9;17;77
"953";24001946;2;"Да";"Октябрьская";10;5;14;84
"954";24013647;1;"Нет";"Китай-город";10;4;5;57
"955";22380125;2;"Нет";"Смоленская";3;4;9;67
"956";23718494;2;"Нет";"Таганская";5;8;22;57
"957";24042816;3;"Нет";"Кропоткинская";10;7;10;60
"958";23606960;3;"Нет";"Новослободская";7;6;7;90
"959";22354588;3;"Нет";"Курская";12;6;6;110
"960";24036912;5;"Нет";"Китай-город";15;5;6;137
"961";24043479;2;"Нет";"Проспект Мира";NA;NA;NA;60
"962";24013290;2;"Да";"Добрынинская";10;9;17;81
"963";24013289;2;"Да";"Добрынинская";10;9;17;81
"964";20458524;3;"Нет";"Маяковская";9;5;11;81
"965";24005220;2;"Да";"Серпуховская";10;9;14;81
"966";23534501;4;"Нет";"Чистые пруды";10;2;5;112
"967";23559333;4;"Нет";"Курская";5;2;5;112
"968";24008088;2;"Да";"Таганская";10;2;4;64
"969";24043529;3;"Нет";"Третьяковская";NA;5;6;83
"970";24043746;2;"Нет";"Смоленская";5;3;5;74
"971";24042872;4;"Нет";"Трубная";2;2;8;100
"972";21459382;7;"Нет";"Тверская";3;3;5;140
"973";24043167;2;"Нет";"Киевская";NA;6;14;68
"974";23707627;2;"Нет";"Китай-город";NA;5;32;66
"975";24043639;2;"Нет";"Маяковская";NA;7;9;70
"976";24043023;2;"Нет";"Киевская";9;20;47;100
"977";24042655;3;"Нет";"Таганская";NA;6;8;91
"978";23414788;3;"Нет";"Боровицкая";7;6;12;75
"979";22103511;2;"Нет";"Чистые пруды";7;2;6;70
"980";24042627;2;"Нет";"Чистые пруды";NA;2;5;70
"981";24042990;2;"Нет";"Баррикадная";10;4;8;55
"982";22103512;2;"Нет";"Киевская";5;6;14;70
"983";23808579;3;"Нет";"Охотный Ряд";5;3;5;70
"984";24043025;3;"Нет";"Таганская";NA;6;8;80
"985";22705875;4;"Нет";"Смоленская";7;8;8;118
"986";22706008;4;"Нет";"Баррикадная";5;8;8;118
"987";23852851;4;"Нет";"Павелецкая";10;2;5;130
"988";23963747;4;"Нет";"Киевская";2;4;7;117
"989";20623138;4;"Нет";"Киевская";5;1;9;154
"990";24011009;2;"Нет";"Киевская";10;9;47;100
"991";24013031;2;"Да";"Киевская";10;9;47;100
"992";24005222;2;"Да";"Серпуховская";10;11;14;77
"993";23993604;2;"Да";"Парк культуры";10;6;6;73
"994";23994715;3;"Да";"Добрынинская";10;6;14;116
"995";23994714;3;"Нет";"Добрынинская";10;6;14;116
"996";22566304;3;"Нет";"Краснопресненская";5;6;7;90
"997";22996540;3;"Нет";"Краснопресненская";5;6;7;90
"998";24013291;2;"Да";"Серпуховская";10;9;17;80
"999";23994377;2;"Да";"Новокузнецкая";10;3;5;67
"1000";24013292;2;"Да";"Октябрьская";10;11;17;77
"1001";24011116;3;"Нет";"Киевская";10;10;47;110
"1002";24013065;3;"Да";"Киевская";10;10;47;110
"1003";24002077;2;"Нет";"Киевская";10;9;47;99
"1004";24002076;2;"Нет";"Киевская";10;9;47;99
"1005";24002079;2;"Нет";"Киевская";10;9;47;99
"1006";24002078;2;"Нет";"Киевская";10;9;47;99
"1007";24002380;2;"Нет";"Киевская";10;9;47;99
"1008";24002381;2;"Нет";"Киевская";10;9;47;99
"1009";24002378;2;"Нет";"Киевская";10;9;47;99
"1010";24002379;2;"Нет";"Киевская";10;9;47;99
"1011";24043104;2;"Нет";"Пушкинская";NA;4;6;61
"1012";24013032;2;"Да";"Киевская";10;12;47;96
"1013";24011014;2;"Нет";"Киевская";10;12;47;95
"1014";23993743;1;"Да";"Парк культуры";10;6;6;72
"1015";24013293;2;"Да";"Добрынинская";10;8;17;82
"1016";24013294;2;"Да";"Добрынинская";10;8;17;82
"1017";24011020;2;"Нет";"Киевская";10;10;47;110
"1018";24013033;2;"Да";"Киевская";10;10;47;110
"1019";24042538;1;"Нет";"Кропоткинская";NA;4;5;57
"1020";24000275;2;"Нет";"Трубная";10;3;4;91
"1021";23123386;2;"Нет";"Киевская";20;10;47;98
"1022";22387932;3;"Нет";"Смоленская";5;7;12;68
"1023";24043020;3;"Нет";"Кропоткинская";5;2;5;79
"1024";24043063;3;"Нет";"Маяковская";5;7;7;115
"1025";24043628;3;"Нет";"Маяковская";NA;7;12;105
"1026";23454985;3;"Нет";"Таганская";3;11;14;110
"1027";24042931;5;"Нет";"Смоленская";5;3;12;101
"1028";23949702;6;"Нет";"Павелецкая";12;3;5;135
"1029";23852916;2;"Да";"Курская";10;3;9;102
"1030";24043612;4;"Нет";"Парк культуры";10;2;9;93
"1031";24042942;2;"Нет";"Чистые пруды";NA;3;6;87
"1032";23819077;2;"Нет";"Чеховская";NA;3;6;90
"1033";24013035;2;"Да";"Киевская";10;9;47;98
"1034";24013034;2;"Да";"Киевская";10;9;47;98
"1035";24011032;2;"Нет";"Киевская";10;9;47;97
"1036";24043700;2;"Нет";"Менделеевская";10;6;6;105
"1037";24013036;2;"Да";"Киевская";10;16;47;99
"1038";24011035;2;"Нет";"Киевская";10;16;47;98
"1039";24043330;2;"Нет";"Кропоткинская";NA;7;7;77
"1040";24008084;2;"Да";"Таганская";10;2;5;80
"1041";23720960;2;"Нет";"Таганская";10;15;30;65
"1042";23905754;4;"Нет";"Тверская";5;2;5;93
"1043";23994379;2;"Да";"Новокузнецкая";10;4;5;68
"1044";20829941;3;"Нет";"Октябрьская";7;7;9;70
"1045";20829942;3;"Нет";"Парк культуры";5;7;9;70
"1046";22951958;4;"Нет";"Чистые пруды";5;4;4;103
"1047";23737745;4;"Нет";"Кропоткинская";5;3;6;82
"1048";24028667;4;"Нет";"Добрынинская";2;2;7;92
"1049";24013298;3;"Да";"Добрынинская";10;4;17;99
"1050";24013120;2;"Да";"Киевская";10;9;7;111
"1051";24011248;2;"Нет";"Киевская";10;9;10;111
"1052";24013119;2;"Да";"Киевская";10;9;7;111
"1053";24002280;2;"Да";"Киевская";10;16;47;98
"1054";24013038;2;"Да";"Киевская";10;10;47;98
"1055";24011036;2;"Нет";"Киевская";10;10;47;97
"1056";24013037;2;"Да";"Киевская";10;10;47;98
"1057";23992596;1;"Да";"Парк культуры";10;3;4;73
"1058";24013565;1;"Нет";"Чистые пруды";10;4;5;57
"1059";22930454;2;"Нет";"Пушкинская";12;2;4;94
"1060";24008631;2;"Нет";"Цветной бульвар";10;3;5;90
"1061";22930450;3;"Нет";"Пушкинская";12;2;4;94
"1062";23210438;3;"Нет";"Маяковская";10;6;7;105
"1063";23731663;3;"Нет";"Арбатская";5;2;5;85
"1064";23734246;3;"Нет";"Трубная";5;4;6;90
"1065";23734247;3;"Нет";"Цветной бульвар";5;4;6;90
"1066";24008658;3;"Да";"Добрынинская";10;3;12;110
"1067";23734239;6;"Нет";"Китай-город";7;1;3;143
"1068";23210442;7;"Нет";"Новокузнецкая";3;3;3;145
"1069";24043650;3;"Нет";"Октябрьская";10;4;12;109
"1070";24005225;3;"Да";"Серпуховская";10;3;14;110
"1071";23485936;6;"Нет";"Красные Ворота";2;6;8;143
"1072";23967405;2;"Да";"Курская";NA;4;9;95
"1073";20516884;3;"Нет";"Парк культуры";NA;6;6;72
"1074";22934669;2;"Нет";"Смоленская";5;9;16;56
"1075";24009440;2;"Да";"Киевская";10;12;47;110
"1076";24008023;3;"Да";"Киевская";10;12;47;110
"1077";24011037;2;"Нет";"Киевская";10;22;47;97
"1078";24013039;2;"Да";"Киевская";10;22;47;98
"1079";24042600;3;"Нет";"Курская";10;4;10;106
"1080";24011249;2;"Нет";"Киевская";10;8;10;106
"1081";24013121;2;"Да";"Киевская";10;8;7;107
"1082";23994527;3;"Да";"Добрынинская";10;3;11;116
"1083";24001855;3;"Да";"Добрынинская";10;3;14;116
"1084";24001909;3;"Да";"Добрынинская";10;3;14;116
"1085";24007219;3;"Да";"Добрынинская";10;3;14;116
"1086";24001935;3;"Да";"Октябрьская";10;3;13;116
"1087";24013300;3;"Да";"Серпуховская";10;3;17;105
"1088";24013299;3;"Да";"Серпуховская";10;3;17;105
"1089";24013301;3;"Да";"Октябрьская";10;3;17;110
"1090";24013302;3;"Да";"Октябрьская";10;3;17;110
"1091";24013041;2;"Да";"Киевская";10;31;47;98
"1092";24013040;2;"Да";"Киевская";10;31;47;98
"1093";24011038;2;"Нет";"Киевская";10;31;47;97
"1094";24011257;2;"Нет";"Киевская";10;21;36;100
"1095";24043651;4;"Нет";"Киевская";NA;4;11;108
"1096";24013142;2;"Да";"Киевская";10;21;32;101
"1097";24013042;2;"Да";"Киевская";10;20;47;98
"1098";24011040;2;"Нет";"Киевская";10;20;47;97
"1099";24011267;2;"Нет";"Киевская";10;10;36;105
"1100";24013143;2;"Да";"Киевская";10;10;32;105
"1101";24042776;3;"Нет";"Охотный Ряд";NA;5;8;71
"1102";23498028;6;"Нет";"Красные Ворота";NA;2;6;132
"1103";24031894;6;"Нет";"Чистые пруды";5;3;6;143
"1104";24005228;3;"Да";"Серпуховская";10;4;14;99
"1105";24043392;3;"Нет";"Парк культуры";NA;7;7;97
"1106";22980727;3;"Нет";"Киевская";7;21;22;130
"1107";24002281;3;"Да";"Киевская";10;10;47;100
"1108";24008659;3;"Да";"Добрынинская";10;3;12;112
"1109";24005229;3;"Да";"Серпуховская";10;3;14;113
"1110";24002939;3;"Да";"Серпуховская";10;3;12;116
"1111";24052442;3;"Нет";"Чистые пруды";10;5;6;88
"1112";24043093;4;"Нет";"Таганская";5;8;9;93
"1113";24013451;106;"Нет";"Октябрьская";10;4;12;3
"1114";24013450;106;"Нет";"Октябрьская";10;4;12;3
"1115";24013303;3;"Да";"Добрынинская";10;4;17;106
"1116";24013295;2;"Да";"Серпуховская";10;5;17;108
"1117";24001936;3;"Да";"Октябрьская";10;6;13;114
"1118";24001856;3;"Да";"Добрынинская";10;6;14;114
"1119";24007220;3;"Да";"Добрынинская";10;6;14;114
"1120";24001910;3;"Да";"Добрынинская";10;6;14;114
"1121";24013304;3;"Да";"Серпуховская";10;3;17;116
"1122";24043142;5;"Нет";"Чистые пруды";NA;3;4;120
"1123";22345518;1;"Да";"Маяковская";NA;8;12;62
"1124";23966979;1;"Да";"Курская";NA;8;9;73
"1125";24013044;2;"Да";"Киевская";10;33;47;92
"1126";24002382;2;"Нет";"Киевская";10;33;47;91
"1127";24013043;2;"Да";"Киевская";10;33;47;92
"1128";24002081;2;"Нет";"Киевская";10;33;47;91
"1129";24002082;2;"Нет";"Киевская";10;33;47;91
"1130";24002083;2;"Нет";"Киевская";10;33;47;91
"1131";24002080;2;"Нет";"Киевская";10;33;47;91
"1132";24011041;2;"Нет";"Киевская";10;33;47;91
"1133";24002384;2;"Нет";"Киевская";10;33;47;91
"1134";24002383;2;"Нет";"Киевская";10;33;47;91
"1135";24002420;2;"Нет";"Киевская";10;25;30;110
"1136";24002419;2;"Нет";"Киевская";10;25;30;110
"1137";24002418;2;"Нет";"Киевская";10;25;30;110
"1138";24002131;2;"Нет";"Киевская";10;25;30;110
"1139";24002132;2;"Нет";"Киевская";10;25;30;110
"1140";24002130;2;"Нет";"Киевская";10;25;30;110
"1141";24002128;2;"Нет";"Киевская";10;25;30;110
"1142";24001810;3;"Да";"Киевская";10;25;32;110
"1143";24003857;3;"Да";"Октябрьская";10;3;12;117
"1144";23152487;3;"Нет";"Киевская";3;7;12;93
"1145";22150012;4;"Нет";"Чистые пруды";10;4;6;116
"1146";22663882;4;"Нет";"Чистые пруды";5;4;5;92
"1147";24042777;4;"Нет";"Таганская";NA;8;9;120
"1148";22123055;4;"Нет";"Киевская";7;3;9;84
"1149";21831509;5;"Нет";"Смоленская";2;1;4;122
"1150";23913058;5;"Нет";"Александровский сад";10;6;10;160
"1151";22198724;5;"Нет";"Киевская";5;2;9;146
"1152";23723904;7;"Нет";"Китай-город";1;4;4;192
"1153";24003461;3;"Да";"Октябрьская";10;3;10;116
"1154";24003500;3;"Нет";"Октябрьская";10;3;10;117
"1155";24001826;3;"Да";"Серпуховская";10;3;17;116
"1156";24002060;3;"Да";"Октябрьская";10;3;14;116
"1157";24001948;3;"Да";"Октябрьская";10;3;14;116
"1158";24005230;3;"Да";"Серпуховская";10;3;14;117
"1159";23784986;1;"Да";"Новокузнецкая";NA;5;7;68
"1160";24003860;3;"Да";"Октябрьская";10;4;12;106
"1161";24005231;3;"Да";"Серпуховская";10;4;14;106
"1162";23044667;2;"Нет";"Новокузнецкая";5;4;5;80
"1163";23044668;3;"Нет";"Новокузнецкая";5;3;5;82
"1164";23642092;4;"Нет";"Тверская";5;3;NA;100
"1165";24001857;3;"Да";"Добрынинская";10;3;14;113
"1166";24001911;3;"Да";"Добрынинская";10;3;14;113
"1167";24001614;3;"Да";"Октябрьская";10;3;13;113
"1168";20513631;2;"Нет";"Пушкинская";NA;1;6;80
"1169";24011042;1;"Нет";"Киевская";10;31;47;96
"1170";24013045;2;"Да";"Киевская";10;31;47;98
"1171";24013144;2;"Да";"Киевская";10;10;32;101
"1172";24013145;2;"Да";"Киевская";10;10;32;101
"1173";24011268;2;"Нет";"Киевская";10;25;36;110
"1174";24002119;2;"Нет";"Киевская";10;5;10;111
"1175";24002120;2;"Нет";"Киевская";10;5;10;111
"1176";24002118;2;"Нет";"Киевская";10;5;10;111
"1177";24013123;2;"Да";"Киевская";10;5;7;112
"1178";24002417;2;"Нет";"Киевская";10;5;10;111
"1179";24013122;2;"Да";"Киевская";10;5;7;112
"1180";24002117;2;"Нет";"Киевская";10;5;10;111
"1181";24011250;2;"Нет";"Киевская";10;5;10;111
"1182";24013146;2;"Да";"Киевская";10;25;32;110
"1183";24013147;2;"Да";"Киевская";10;25;32;110
"1184";24002431;2;"Нет";"Киевская";10;27;37;109
"1185";24000288;2;"Нет";"Киевская";10;27;37;109
"1186";24002462;2;"Нет";"Киевская";10;27;37;109
"1187";24043410;3;"Нет";"Смоленская";NA;1;7;108
"1188";24002440;3;"Нет";"Киевская";10;27;37;109
"1189";24002439;3;"Нет";"Киевская";10;27;37;109
"1190";24002441;3;"Нет";"Киевская";10;27;37;109
"1191";24001771;3;"Нет";"Киевская";10;27;37;109
"1192";24001786;3;"Нет";"Киевская";10;27;37;109
"1193";24001785;3;"Нет";"Киевская";10;27;37;109
"1194";23852874;9;"Нет";"Китай-город";10;3;4;172
"1195";23852875;9;"Нет";"Китай-город";10;3;4;172
"1196";24011043;2;"Нет";"Киевская";10;37;47;99
"1197";24013046;2;"Да";"Киевская";10;37;47;100
"1198";24011044;2;"Нет";"Киевская";10;29;47;98
"1199";24013047;2;"Да";"Киевская";10;29;47;99
"1200";24013048;2;"Да";"Киевская";10;31;47;99
"1201";24011045;2;"Нет";"Киевская";10;31;47;98
"1202";24013049;2;"Да";"Киевская";10;31;47;99
"1203";23994873;5;"Нет";"Парк культуры";10;4;5;101
"1204";23771699;2;"Нет";"Проспект Мира";2;2;14;85
"1205";24001949;3;"Да";"Октябрьская";10;3;14;113
"1206";24003861;3;"Да";"Октябрьская";10;3;12;113
"1207";24042809;3;"Да";"Октябрьская";10;5;11;110
"1208";23953083;3;"Нет";"Пушкинская";3;2;4;140
"1209";24042953;3;"Нет";"Арбатская";NA;2;5;90
"1210";24042572;4;"Нет";"Маяковская";3;4;6;100
"1211";22882006;5;"Нет";"Пушкинская";5;2;6;88
"1212";24013068;3;"Да";"Киевская";10;5;47;129
"1213";24011118;3;"Нет";"Киевская";10;5;47;128
"1214";24011078;2;"Нет";"Киевская";10;29;47;100
"1215";24013050;2;"Да";"Киевская";10;29;47;101
"1216";24011117;3;"Нет";"Киевская";10;6;47;129
"1217";24013067;3;"Да";"Киевская";10;6;47;129
"1218";24013066;3;"Да";"Киевская";10;6;47;129
"1219";24042974;3;"Нет";"Краснопресненская";7;6;19;130
"1220";24008660;3;"Да";"Добрынинская";10;5;12;113
"1221";24008661;3;"Да";"Добрынинская";10;3;12;118
"1222";24013306;3;"Да";"Октябрьская";10;3;17;119
"1223";24013305;3;"Да";"Октябрьская";10;3;17;119
"1224";24005235;3;"Да";"Серпуховская";10;5;14;113
"1225";24005233;3;"Да";"Серпуховская";10;3;14;118
"1226";24003862;3;"Да";"Октябрьская";10;5;12;113
"1227";24013308;3;"Да";"Добрынинская";10;5;17;113
"1228";24013307;3;"Да";"Добрынинская";10;5;17;113
"1229";24043267;5;"Нет";"Маяковская";5;5;6;NA
"1230";24013051;2;"Да";"Киевская";10;21;47;100
"1231";24011079;2;"Нет";"Киевская";10;21;47;99
"1232";24005236;3;"Да";"Серпуховская";10;5;14;114
"1233";24002390;2;"Нет";"Киевская";10;10;47;110
"1234";24002391;2;"Нет";"Киевская";10;10;47;110
"1235";24002388;2;"Нет";"Киевская";10;10;47;110
"1236";24002389;2;"Нет";"Киевская";10;10;47;110
"1237";24002090;2;"Нет";"Киевская";10;10;47;110
"1238";24002091;2;"Нет";"Киевская";10;10;47;110
"1239";24002088;2;"Нет";"Киевская";10;10;47;110
"1240";24002089;2;"Нет";"Киевская";10;10;47;110
"1241";24001912;3;"Да";"Добрынинская";10;4;14;98
"1242";24001858;3;"Да";"Добрынинская";10;4;14;98
"1243";24005238;3;"Да";"Серпуховская";10;5;14;114
"1244";24042638;3;"Нет";"Чистые пруды";10;4;6;129
"1245";24002941;3;"Да";"Серпуховская";10;6;11;98
"1246";23849029;4;"Нет";"Таганская";10;6;10;135
"1247";24013124;2;"Да";"Киевская";10;8;7;111
"1248";24013125;2;"Да";"Киевская";10;8;7;111
"1249";23993605;2;"Да";"Парк культуры";10;5;6;75
"1250";24013052;2;"Да";"Киевская";10;36;47;100
"1251";24011086;2;"Нет";"Киевская";10;36;47;99
"1252";24013053;2;"Да";"Киевская";10;14;47;99
"1253";24013309;3;"Да";"Серпуховская";10;5;17;113
"1254";24001859;3;"Да";"Добрынинская";10;3;14;118
"1255";24001913;3;"Да";"Добрынинская";10;3;14;118
"1256";24011253;2;"Нет";"Киевская";10;10;10;111
"1257";23640661;2;"Нет";"Киевская";10;13;NA;86
"1258";24013126;2;"Да";"Киевская";10;10;7;111
"1259";23859276;3;"Нет";"Киевская";20;10;32;107
"1260";24005241;3;"Да";"Серпуховская";10;4;14;114
"1261";24013310;3;"Да";"Октябрьская";10;4;17;114
"1262";24013311;3;"Да";"Добрынинская";10;5;17;115
"1263";24013312;3;"Да";"Добрынинская";10;5;17;115
"1264";24013313;3;"Да";"Серпуховская";10;5;17;114
"1265";23720964;2;"Нет";"Белорусская";2;7;17;90
"1266";23994932;3;"Нет";"Киевская";10;41;50;98
"1267";24002038;3;"Да";"Киевская";10;41;50;100
"1268";24001260;3;"Да";"Киевская";10;41;50;100
"1269";23994931;3;"Да";"Киевская";10;41;50;98
"1270";23871866;4;"Нет";"Проспект Мира";15;3;10;101
"1271";24013314;3;"Да";"Октябрьская";10;5;17;114
"1272";24042686;3;"Нет";"Октябрьская";NA;4;29;145
"1273";24013315;3;"Да";"Добрынинская";10;5;17;116
"1274";20759101;3;"Нет";"Цветной бульвар";5;2;6;90
"1275";24013316;3;"Да";"Серпуховская";10;5;17;116
"1276";10790108;2;"Нет";"Киевская";5;35;58;118
"1277";24013317;3;"Да";"Октябрьская";10;5;17;116
"1278";24013149;2;"Да";"Киевская";10;6;32;103
"1279";24013148;2;"Да";"Киевская";10;6;32;103
"1280";24011254;3;"Нет";"Киевская";10;10;10;153
"1281";24001950;3;"Да";"Октябрьская";10;3;14;119
"1282";24013127;3;"Да";"Киевская";10;10;7;153
"1283";24013128;3;"Да";"Киевская";10;10;7;153
"1284";24005242;3;"Да";"Серпуховская";10;5;14;118
"1285";24005243;3;"Да";"Серпуховская";10;5;14;116
"1286";24013319;3;"Да";"Добрынинская";10;5;17;116
"1287";24013318;3;"Да";"Добрынинская";10;5;17;116
"1288";24005245;3;"Да";"Серпуховская";10;5;14;116
"1289";24013320;3;"Да";"Серпуховская";10;5;17;117
"1290";24005255;3;"Да";"Серпуховская";10;5;14;118
"1291";24005246;3;"Да";"Серпуховская";10;5;14;116
"1292";24005248;3;"Да";"Серпуховская";10;5;14;116
"1293";24002366;2;"Нет";"Киевская";10;25;36;110
"1294";24013054;2;"Да";"Киевская";10;41;47;98
"1295";24001602;2;"Нет";"Киевская";10;25;36;110
"1296";24013069;3;"Да";"Киевская";10;41;47;98
"1297";23817458;4;"Нет";"Смоленская";10;6;6;150
"1298";23817459;4;"Нет";"Арбатская";10;6;6;150
"1299";23817463;4;"Нет";"Парк культуры";10;6;6;150
"1300";23854788;5;"Нет";"Смоленская";10;6;6;150
"1301";23854789;5;"Нет";"Арбатская";10;6;6;150
"1302";23854790;5;"Нет";"Парк культуры";10;6;6;150
"1303";24013322;3;"Да";"Октябрьская";10;5;17;118
"1304";24013321;3;"Да";"Октябрьская";10;5;17;118
"1305";24001951;3;"Да";"Октябрьская";10;13;14;116
"1306";24007241;3;"Да";"Добрынинская";10;13;14;115
"1307";24007240;3;"Да";"Добрынинская";10;13;14;115
"1308";24001865;3;"Да";"Добрынинская";10;13;14;115
"1309";24010771;3;"Да";"Добрынинская";10;13;14;115
"1310";24001919;3;"Да";"Добрынинская";10;13;14;115
"1311";23966424;2;"Да";"Курская";NA;4;9;110
"1312";24013324;3;"Да";"Добрынинская";10;9;17;108
"1313";24013323;3;"Да";"Добрынинская";10;9;17;108
"1314";23995327;1;"Да";"Парк культуры";10;5;6;76
"1315";23649000;4;"Нет";"Проспект Мира";5;2;NA;132
"1316";23648282;3;"Нет";"Проспект Мира";5;2;NA;132
"1317";24043350;3;"Нет";"Киевская";NA;11;47;106
"1318";21042240;4;"Нет";"Маяковская";10;10;20;101
"1319";23411535;4;"Нет";"Киевская";7;14;30;119
"1320";23808666;5;"Нет";"Маяковская";3;6;7;130
"1321";24005257;3;"Да";"Серпуховская";10;5;14;118
"1322";24013055;2;"Да";"Киевская";10;44;47;99
"1323";24001914;3;"Да";"Добрынинская";10;9;14;113
"1324";24001860;3;"Да";"Добрынинская";10;9;14;113
"1325";24007221;3;"Да";"Добрынинская";10;5;14;116
"1326";24001861;3;"Да";"Добрынинская";10;5;14;116
"1327";24001915;3;"Да";"Добрынинская";10;5;14;116
"1328";23993662;2;"Да";"Чкаловская";10;7;9;110
"1329";24001862;3;"Да";"Добрынинская";10;5;14;116
"1330";24001916;3;"Да";"Добрынинская";10;5;14;116
"1331";24007223;3;"Да";"Добрынинская";10;5;14;116
"1332";24007222;3;"Да";"Добрынинская";10;5;14;116
"1333";24001917;3;"Да";"Добрынинская";10;5;14;116
"1334";24001863;3;"Да";"Добрынинская";10;5;14;116
"1335";23375906;4;"Нет";"Чистые пруды";5;2;6;112
"1336";23375907;4;"Нет";"Тургеневская";5;2;6;112
"1337";24011269;2;"Нет";"Киевская";10;27;36;105
"1338";24013325;3;"Да";"Серпуховская";10;6;17;108
"1339";23866927;4;"Нет";"Киевская";20;16;32;118
"1340";24013150;2;"Да";"Киевская";10;27;32;105
"1341";24013151;3;"Да";"Киевская";10;13;32;119
"1342";24013152;3;"Да";"Киевская";10;13;32;119
"1343";23989268;2;"Нет";"Баррикадная";7;17;20;102
"1344";24001809;3;"Да";"Киевская";10;41;47;97
"1345";24010243;4;"Нет";"Смоленская";10;4;5;130
"1346";23970162;2;"Нет";"Цветной бульвар";5;4;6;70
"1347";24001952;3;"Да";"Октябрьская";10;5;14;116
"1348";24008662;3;"Да";"Добрынинская";10;5;12;121
"1349";24013326;3;"Да";"Октябрьская";10;5;17;122
"1350";24011280;3;"Нет";"Киевская";10;5;36;137
"1351";24013327;3;"Да";"Добрынинская";10;7;17;118
"1352";24013153;3;"Да";"Киевская";10;5;32;138
"1353";24013154;3;"Да";"Киевская";10;5;32;138
"1354";24001953;3;"Да";"Октябрьская";10;5;14;116
"1355";24001954;3;"Да";"Октябрьская";10;5;14;117
"1356";24001918;3;"Да";"Добрынинская";10;9;14;116
"1357";24001864;3;"Да";"Добрынинская";10;9;14;116
"1358";24007224;3;"Да";"Добрынинская";10;9;14;116
"1359";23315179;3;"Нет";"Киевская";20;46;50;102
"1360";23686759;4;"Нет";"Пушкинская";3;2;6;140
"1361";24031775;4;"Нет";"Полянка";NA;2;6;104
"1362";24013056;2;"Да";"Киевская";10;40;47;100
"1363";22165266;2;"Нет";"Кропоткинская";10;1;12;74
"1364";24043403;2;"Нет";"Кропоткинская";NA;6;6;105
"1365";22813514;4;"Нет";"Смоленская";5;5;6;130
"1366";24042691;5;"Нет";"Третьяковская";NA;2;6;127
"1367";24043438;2;"Нет";"Третьяковская";NA;5;5;106
"1368";22930444;3;"Нет";"Красные Ворота";15;5;9;151
"1369";24043406;3;"Нет";"Кузнецкий Мост";5;3;5;104
"1370";24043246;3;"Нет";"Таганская";5;4;8;75
"1371";24011283;3;"Нет";"Киевская";10;9;36;154
"1372";23852879;4;"Нет";"Смоленская";10;6;12;103
"1373";23694291;5;"Нет";"Арбатская";5;5;5;131
"1374";22285982;5;"Нет";"Киевская";5;2;12;126
"1375";24013155;3;"Да";"Киевская";10;9;32;154
"1376";24001827;3;"Да";"Серпуховская";10;9;17;114
"1377";24001955;3;"Да";"Октябрьская";10;9;14;114
"1378";24005258;3;"Да";"Серпуховская";10;9;14;114
"1379";24005261;3;"Да";"Серпуховская";10;9;14;114
"1380";24001866;3;"Да";"Добрынинская";10;5;14;118
"1381";24001956;3;"Да";"Октябрьская";10;5;14;119
"1382";24001920;3;"Да";"Добрынинская";10;5;14;118
"1383";24007239;3;"Да";"Добрынинская";10;5;14;118
"1384";24008085;2;"Да";"Таганская";10;2;5;100
"1385";24013057;2;"Да";"Киевская";10;41;47;101
"1386";24013058;2;"Да";"Киевская";10;47;47;99
"1387";23300328;3;"Нет";"Кузнецкий Мост";5;3;4;105
"1388";21936393;2;"Нет";"Краснопресненская";10;9;15;75
"1389";24013452;120;"Нет";"Октябрьская";10;11;12;3
"1390";24013453;120;"Нет";"Октябрьская";10;11;12;3
"1391";24013328;3;"Да";"Серпуховская";10;11;17;121
"1392";24008666;3;"Да";"Добрынинская";10;11;12;120
"1393";24013329;3;"Да";"Серпуховская";10;11;17;121
"1394";23560311;3;"Нет";"Таганская";7;3;12;100
"1395";21881271;3;"Нет";"Чистые пруды";10;4;6;148
"1396";23966426;2;"Да";"Курская";NA;6;9;110
"1397";23966425;2;"Да";"Курская";NA;5;9;110
"1398";24043011;2;"Нет";"Чистые пруды";NA;NA;NA;74
"1399";24008663;3;"Да";"Добрынинская";10;5;12;126
"1400";24013330;3;"Да";"Октябрьская";10;5;17;127
"1401";24013331;3;"Да";"Добрынинская";10;9;17;116
"1402";24013332;3;"Да";"Серпуховская";10;10;17;130
"1403";24013333;3;"Да";"Добрынинская";10;9;17;114
"1404";24002087;2;"Нет";"Киевская";10;46;47;100
"1405";24002086;2;"Нет";"Киевская";10;46;47;100
"1406";24002385;2;"Нет";"Киевская";10;46;47;101
